id,created_at,created_by,updated_at,updated_by,job_code,job_title,job_level_description,status,id_company,offer_title,offer_desc,hiring_model,division,dynamic_variables,id_rate_method,id_business_unit,id_client,type,offer_header,offer_footer
16,2023-08-10 06:30:42,1,,,3840985   ,Senior Call Center Agent                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
17,2023-08-10 06:30:42,1,,,1         ,Customer Service Coordina                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
18,2023-08-10 06:30:42,1,,,121GMKJGDH,Admin Assistant - Supply                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
19,2023-08-10 06:30:42,1,,,1234      ,Senior Translator                                      ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
20,2023-08-10 06:30:42,1,,,12345     ,Electronics Engineer                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
21,2023-08-10 06:30:42,1,,,123456    ,Business Sector Manager -                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
22,2023-08-10 06:30:42,1,,,123456789 ,Payroll Project Manager                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
23,2023-08-10 06:30:42,1,,,123475    ,Paralegal                                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
24,2023-08-10 06:30:42,1,,,1234MMVNFB,Social Media Strategist                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
25,2023-08-10 06:30:42,1,,,1234SDS   ,Senior Quality Engineer                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
26,2023-08-10 06:30:42,1,,,1236      ,SAP Finance Solution Expe                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
27,2023-08-10 06:30:42,1,,,123ED     ,Category Manager- Fashion                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
28,2023-08-10 06:30:42,1,,,123EWQ    ,Consumer Manager                                       ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
29,2023-08-10 06:30:42,1,,,1245      ,Video Production Speciali                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
30,2023-08-10 06:30:42,1,,,12456     ,Tax Accountant                                         ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
31,2023-08-10 06:30:42,1,,,12567     ,PMO-Security support                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
32,2023-08-10 06:30:42,1,,,12789     ,Power Platform Data Engin                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
33,2023-08-10 06:30:42,1,,,12D3D2    ,Custom Documentation Coor                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
34,2023-08-10 06:30:42,1,,,12E34R    ,Installation & Maintenanc                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
